YearBuilt,BuildingArea,Price,Bedroom2,Rooms,Car,Landsize,Type=h,Type=t,Type=u,Regionname=Eastern Metropolitan,Regionname=Eastern Victoria,Regionname=Northern Metropolitan,Regionname=Northern Victoria,Regionname=South-Eastern Metropolitan,Regionname=Southern Metropolitan,Regionname=Western Metropolitan,Regionname=Western Victoria,pca1,pca2
2001.0,135.0,910000.0,3.0,3.0,2.0,299.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77116.16732044319,-102.98114186009792
1960.0,143.0,1850000.0,3.0,3.0,2.0,1073.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862883.9329092073,537.9674479709307
1985.0,185.0,1225000.0,4.0,4.0,2.0,740.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237883.89358527865,293.9390629037533
1965.0,155.0,1316000.0,4.0,4.0,2.0,716.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328883.88855797175,256.7102695755173
1960.0,108.6,400000.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-587116.2042118738,-330.11046208605785
1970.0,170.0,1430000.0,4.0,4.0,2.0,655.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442883.8791454592,179.7479776722432
1960.0,108.6,1250000.0,4.0,4.0,2.0,780.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262883.89679731656,329.53419708488974
1986.0,109.0,772000.0,3.0,3.0,1.0,203.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215116.18001080694,-179.74385646346173
1960.0,108.6,2000000.0,4.0,4.0,2.0,507.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012883.8502017284,-49.60522201137484
1960.0,108.6,1300000.0,3.0,3.0,2.0,657.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312883.8788925377,199.4636151880015
1975.0,170.0,1468000.0,4.0,4.0,2.0,806.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480883.8999645801,325.36545656862677
1960.0,108.6,1275000.0,3.0,3.0,1.0,720.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287883.8880556221,265.9978489109182
1960.0,108.6,1200000.0,4.0,4.0,2.0,657.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212883.8799675129,213.61878978833204
1960.0,108.6,655000.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-332116.20694743615,-366.2025116282441
1960.0,108.6,1310000.0,3.0,3.0,2.0,1157.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322883.94938072364,698.0176358683315
1970.0,105.0,753000.0,3.0,4.0,1.0,241.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234116.1742814777,-139.11713148896968
1963.0,111.65,1250000.0,4.0,4.0,3.0,767.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262883.89501148026,316.5720475977802
1960.0,108.6,1140000.0,3.0,2.0,1.0,679.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152883.88371505495,244.1079352292474
1960.0,108.6,1180000.0,3.0,3.0,2.0,657.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192883.8801806069,216.4485923629368
2013.0,106.0,746000.0,3.0,3.0,2.0,118.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241116.19233695057,-261.0623866961552
1960.0,140.0,1485000.0,3.0,3.0,2.0,731.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497883.88843641535,247.61810862575317
1960.0,140.0,1190000.0,3.0,3.0,1.0,658.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202883.8812956725,216.37685455125902
2013.0,150.0,900000.0,2.0,3.0,2.0,366.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87116.15745941848,-34.39268221297236
1965.0,150.0,1250000.0,3.0,3.0,1.0,728.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262883.8907866031,277.9949871166797
1960.0,100.0,1030000.0,3.0,3.0,1.0,827.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42883.90549666148,407.57470119214975
1998.0,160.0,985000.0,4.0,4.0,2.0,182.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2116.183726098492,-230.3176220271287
1970.0,119.0,1300000.0,3.0,3.0,2.0,651.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312883.8782179213,193.58855223840868
1960.0,108.6,522500.0,2.0,2.0,1.0,145.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-464616.18505437474,-202.458608727701
1960.0,108.6,1510000.0,4.0,5.0,2.0,659.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522883.8769231948,171.74132912518616
1960.0,108.6,1460000.0,4.0,4.0,2.0,840.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472883.90301465854,359.80681928214216
1960.0,108.6,958000.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29116.210198985187,-409.0890380380422
1969.0,160.0,1462500.0,4.0,4.0,2.0,654.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475383.8783295528,174.03726902380788
1970.0,88.2,1430000.0,3.0,3.0,2.0,811.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442883.8983522335,334.8407663862602
1960.0,108.6,1350000.0,4.0,4.0,2.0,711.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362883.88598129334,246.3838124631521
1970.0,195.0,1250000.0,3.0,3.0,2.0,900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262883.9165288635,450.48347658105905
1970.0,305.0,1460800.0,4.0,4.0,2.0,654.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473683.88332348183,175.86835968443404
1980.0,129.0,1152500.0,3.0,3.0,2.0,648.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165383.87953635206,211.58628909128248
1960.0,108.6,1474000.0,4.0,3.0,2.0,753.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486883.8905799508,270.83003754732874
1991.0,140.4,800000.0,3.0,3.0,2.0,267.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187116.1702861555,-119.36100237873055
1965.0,175.0,1391000.0,3.0,3.0,1.0,764.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403883.8952170773,294.30947502112366
1975.0,68.0,452000.0,2.0,2.0,1.0,67.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535116.1969874434,-270.90434572890587
2012.0,175.0,1102200.0,3.0,3.0,2.0,233.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115083.82247174344,-195.73120617460796
1970.0,261.0,1401000.0,4.0,4.0,2.0,650.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413883.88188510906,179.85047984304222
2002.0,306.0,1782000.0,4.0,4.0,3.0,586.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794883.8697153301,62.45463493306023
1960.0,108.6,735000.0,3.0,3.0,1.0,302.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252116.16516675145,-75.54474279072988
2010.0,275.0,1520000.0,4.0,4.0,2.0,657.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532883.8813356006,170.2023607905907
1960.0,108.6,990000.0,2.0,3.0,1.0,746.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883.8947849811243,332.3350726869636
1960.0,108.6,1020000.0,3.0,3.0,2.0,725.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32883.89149902366,307.09107181669106
2001.0,163.0,878000.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109116.20822784996,-397.1260749116759
2009.0,160.0,973500.0,4.0,4.0,2.0,234.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13616.17646497027,-176.68144566727509
2001.0,120.0,751800.0,3.0,3.0,2.0,109.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235316.1929652847,-270.74208779331576
1960.0,169.0,1100000.0,3.0,3.0,2.0,771.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112883.89921546231,342.427014507829
1965.0,150.0,1202000.0,3.0,3.0,2.0,649.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214883.88014803745,205.79425924094502
1960.0,132.0,1362000.0,3.0,3.0,2.0,798.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374883.89894094196,331.93592282513254
1960.0,108.6,900000.0,4.0,3.0,2.0,385.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87116.15521709195,-15.902659453350244
1960.0,108.6,888000.0,3.0,3.0,1.0,192.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99116.18233967929,-207.19377841429977
1925.0,225.0,1901000.0,3.0,5.0,2.0,963.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913883.9203065945,421.61843746986875
1955.0,180.0,1816000.0,3.0,3.0,2.0,846.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828883.9025910255,316.19402334587
1970.0,70.0,525000.0,2.0,2.0,1.0,79.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-462116.1959150007,-269.2209696184278
1950.0,290.0,2050000.0,4.0,4.0,2.0,723.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062883.8865959558,161.28233981745404
1960.0,108.6,2850000.0,2.0,2.0,1.0,1777.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862884.020387071,1100.0043830658783
1970.0,95.0,600000.0,2.0,2.0,1.0,112.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387116.19119966193,-246.56456088043896
1960.0,136.0,1601000.0,3.0,3.0,1.0,872.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613883.9069611483,372.1463802202533
1988.0,300.0,1100000.0,3.0,3.0,1.0,555.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112883.87271004189,127.90531760728726
1975.0,148.0,1190000.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202883.78838846288,-441.47946314976696
1940.0,245.0,2012000.0,4.0,4.0,2.0,597.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024883.8678495112,40.16478107657148
1960.0,291.0,2309000.0,4.0,4.0,2.0,1177.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321883.9477653748,578.6168772630153
1940.0,110.0,900000.0,2.0,2.0,2.0,239.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87116.17541349854,-161.90137965159718
1920.0,181.0,1625000.0,3.0,3.0,2.0,447.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,637883.8489905569,-55.77351565192965
1960.0,108.6,906000.0,2.0,2.0,1.0,221.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-81116.1784392178,-180.74418430832307
1910.0,159.0,1100000.0,4.0,4.0,0.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112883.81169745949,-281.69750225299424
1960.0,108.6,930000.0,2.0,2.0,1.0,295.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-57116.16824951924,-110.14624425437697
1905.0,173.0,1755000.0,3.0,3.0,1.0,391.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,767883.8396911235,-130.27448466265855
1910.0,150.0,1400000.0,4.0,4.0,1.0,489.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,412883.8564549377,17.720947484706056
1990.0,123.0,1240000.0,3.0,3.0,2.0,319.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,252883.8317523829,-129.83453190311005
1969.6,92.0,700000.0,2.0,2.0,2.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-287116.1942038732,-273.7510835445452
2008.0,62.0,591000.0,2.0,2.0,1.0,815.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-396116.0936876833,457.3444654324909
1970.0,79.0,537000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-450116.2068876473,-349.816299415949
1960.0,108.6,1805000.0,3.0,3.0,1.0,347.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,817883.8297026544,-181.99664695721114
2010.0,112.0,800000.0,3.0,3.0,2.0,331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-187116.16257981033,-55.65590902692207
1900.0,119.0,965000.0,3.0,3.0,2.0,275.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-22116.169974038738,-135.0463800702437
2011.0,137.0,1160000.0,2.0,2.0,2.0,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,172883.80954728313,-282.32601495044355
1880.0,184.0,2600000.0,4.0,4.0,2.0,527.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1612883.8506679072,-113.78971814392624
1960.0,108.6,900000.0,2.0,2.0,1.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87116.18162220847,-202.8935294800421
1965.0,102.0,1390000.0,3.0,3.0,2.0,463.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,402883.8502155244,-7.330633349505433
2000.0,125.0,1071000.0,3.0,3.0,2.0,179.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83883.81368324986,-245.87288430049324
1905.0,181.0,1800000.0,3.0,3.0,2.0,492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,812883.8537442379,-35.561881334254146
1908.0,204.0,2345000.0,3.0,3.0,1.0,419.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1357883.8383234998,-185.44269054052154
1930.0,100.0,626000.0,2.0,2.0,1.0,1764.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-361115.95731593354,1401.6665843052888
1950.0,185.0,2160000.0,3.0,3.0,1.0,590.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1172883.8630186736,11.568159787586465
1960.0,108.6,1500000.0,3.0,3.0,0.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,512883.81151515763,-290.8176570674229
1913.0,185.0,1650000.0,1.0,4.0,2.0,386.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,662883.8403765698,-120.27237352489543
2000.0,142.0,850000.0,3.0,3.0,2.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-137116.19338358828,-285.4015328580855
1900.0,207.0,1750000.0,3.0,3.0,2.0,517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,762883.8587990695,-3.20662303425885
1915.0,108.0,1450000.0,3.0,3.0,2.0,351.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,462883.8348931434,-127.80336163489703
1930.0,255.0,2806000.0,4.0,4.0,2.0,669.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1818883.870022918,-0.1248233320983047
1970.0,95.0,782000.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-205116.20896478105,-384.31755068446296
2000.0,200.0,1007000.0,4.0,4.0,2.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19883.809331169323,-289.98733679725404
1917.0,192.0,1450000.0,4.0,4.0,2.0,376.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,462883.8412805882,-101.88098528638987
2006.0,59.0,500000.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-487116.2078485692,-344.76094624953294
1915.0,81.0,895000.0,2.0,2.0,1.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-92116.1888843586,-253.53281054307826
1960.0,108.6,751000.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-236116.20797913364,-379.7922008085756
2016.0,270.0,2050000.0,3.0,4.0,2.0,420.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1062883.8419002208,-141.84942104377538
1890.0,152.0,1605000.0,3.0,3.0,1.0,418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,617883.8446685808,-82.29096102790281
1960.0,108.6,410000.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-577116.2043210907,-331.5281107785284
1960.0,108.6,577000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-410116.2061121088,-355.1645220318583
1930.0,51.0,520000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-467116.20692844735,-347.7603263909719
1960.0,108.6,1350000.0,3.0,3.0,2.0,1170.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,362883.95078666694,705.3544127434287
1960.0,108.6,392500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-594616.2041332867,-329.05114657994665
1970.0,79.0,507000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-480116.2065656297,-345.57005512221514
1960.0,83.0,525000.0,2.0,2.0,1.0,553.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-462116.1283567386,204.8816687860514
1960.0,108.6,2116000.0,3.0,3.0,2.0,463.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1128883.84274287,-110.02268505777954
1930.0,71.0,750000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-237116.20870680021,-380.09460963534576
2001.0,60.0,510000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-477116.2078294378,-346.1712043392004
1960.0,108.6,599999.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-387117.2063589778,-358.4198344489112
1930.0,33.0,300000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-687116.2051872627,-316.8189600725748
1996.0,126.0,1395000.0,3.0,3.0,1.0,400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,407883.84151710046,-70.73955118937114
1960.0,85.0,855000.0,2.0,2.0,1.0,1966.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-132115.93232708873,1571.1085290609262
2009.0,135.6,1050000.0,2.0,2.0,2.0,2381.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62884.12500738031,1959.0894728477185
1960.0,108.6,955000.0,2.0,2.0,1.0,2925.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-32115.79718540565,2516.1544492743933
1960.0,108.6,680000.0,2.0,2.0,1.0,510.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-307116.1352099663,140.22598210138167
1900.0,135.6,1911000.0,3.0,3.0,2.0,327.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,923883.8277853734,-216.7658351223606
1940.0,85.0,790000.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-197116.20883933225,-385.59178507377845
1960.0,68.0,550000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-437116.20722038334,-351.78748576723734
1965.0,50.0,357000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-630116.2058631383,-324.6630287157476
1960.0,108.6,685000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-302116.20727107127,-370.4505494347133
1890.0,92.0,1210000.0,2.0,2.0,0.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222883.81083628762,-282.02565707221794
1930.0,86.0,825000.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-162116.20899489743,-390.54534627531797
1920.0,138.0,1050000.0,3.0,3.0,0.0,257.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62883.826854602834,-164.847799447627
1970.0,54.0,632000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-355116.2087684457,-363.5367764123986
1960.0,108.6,582500.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-404616.20617084566,-355.9425480977895
1970.0,43.0,485000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-502116.2075710193,-342.8517824901565
1960.0,108.6,660000.0,2.0,2.0,1.0,317.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-327116.1622451608,-49.931390451196854
1950.0,57.0,575000.0,2.0,2.0,0.0,483.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-412116.13948694913,127.5128527491753
1970.0,77.0,590000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-397116.20752543036,-357.3399206068486
1996.0,119.0,1238000.0,3.0,3.0,1.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,250883.8028634139,-332.57645411887296
1960.0,108.6,640000.0,2.0,2.0,1.0,626.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-347116.11840244813,261.88055018291215
1950.0,62.0,510000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-477116.20681200706,-346.2021665196709
1950.0,106.0,717000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-270116.2075184299,-375.0189474964254
1910.0,173.0,1875000.0,4.0,4.0,0.0,223.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,887883.8145914035,-315.2433317497008
1960.0,108.6,1180000.0,2.0,2.0,0.0,249.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192883.82257274108,-191.52871252743017
1960.0,100.0,780000.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-207116.20858541917,-383.99023137979054
2002.0,122.0,878500.0,3.0,3.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-108616.19907465679,-322.65056003392255
2003.0,143.2,1015000.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27883.78958035187,-416.7340624949925
1960.0,108.6,940000.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-47116.210006258356,-406.5425129045472
1960.0,108.6,630000.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-357116.20668070635,-362.6657682295346
1910.0,159.4,1700000.0,3.0,3.0,2.0,316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,712883.8291311939,-197.62845720494184
1970.0,88.2,686000.0,2.0,2.0,1.0,1622.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-301115.97915823996,1251.09571469285
1930.0,70.0,560000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-427116.2067021002,-353.21314263227003
1940.0,88.0,765000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-222116.2084682542,-382.02126786355194
